-8.461538461538461453e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-8.297872340425531679e-01,-2.285714285714285365e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.999901304280686132e-01,3.141571982779423067e-03,-1.698416709899902344e+01,-2.266921043395996094e+00,2.971770858764648438e+01,-3.855042323327472209e-01,-6.435920005476198913e-01,4.290301002599683500e-01
-8.461538461538461453e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-8.297872340425531679e-01,-2.142857142857143016e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.999605221019082224e-01,6.283019941676348807e-03,-1.692503929138183594e+01,-2.400436639785766602e+00,2.985214805603027344e+01,-3.877985493717321930e-01,-6.566410842444714291e-01,4.265153195906536965e-01
-8.461538461538461453e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-8.297872340425531679e-01,-2.142857142857143016e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.999111761904045936e-01,9.424219857704141390e-03,-1.687783241271972656e+01,-2.410317420959472656e+00,2.984854125976562500e+01,-3.912585971380747596e-01,-6.721365478465701759e-01,4.233602914629126523e-01
-8.461538461538461453e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-8.297872340425531679e-01,-2.285714285714285365e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.998420946416499699e-01,1.256504772166877615e-02,-1.684742164611816406e+01,-2.244613885879516602e+00,2.964032936096191406e+01,-3.949631003078306613e-01,-6.941916781764990718e-01,4.172125240197184226e-01
-8.461538461538461453e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-8.085106382978723971e-01,-2.142857142857143016e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.997532801828658000e-01,1.570537953906414597e-02,-1.681366157531738281e+01,-2.172459363937377930e+00,3.007360649108886719e+01,-3.978324375284506553e-01,-7.143466708869125048e-01,4.089165871692739262e-01
-8.601398601398601018e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-8.297872340425531679e-01,-2.142857142857143016e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.996447363202947134e-01,1.884509133496725664e-02,-1.667291259765625000e+01,-2.589280605316162109e+00,2.983659934997558594e+01,-4.000898095061070636e-01,-7.317439128142504412e-01,3.984958638622342342e-01
-8.461538461538461453e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-8.085106382978723971e-01,-2.285714285714285365e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.995164673390622978e-01,2.198405915893242302e-02,-1.670635414123535156e+01,-1.960266590118408203e+00,2.994134330749511719e+01,-4.007981156953789315e-01,-7.507493970359498947e-01,3.852666811603844277e-01
-8.181818181818181213e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-8.085106382978723971e-01,-2.285714285714285365e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.993684783030089003e-01,2.512215908988479907e-02,-1.673397064208984375e+01,-1.730759859085083008e+00,2.983505249023437500e+01,-3.999704548531309856e-01,-7.690009331419869198e-01,3.678388669735586092e-01
-8.461538461538461453e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-8.297872340425531679e-01,-1.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.992007750544875666e-01,2.825926724101224252e-02,-1.649059486389160156e+01,-2.580268859863281250e+00,3.009805488586425781e+01,-3.969386203416592762e-01,-7.811172443237702767e-01,3.481891157375329726e-01
-8.461538461538461453e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-8.297872340425531679e-01,-2.142857142857143016e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.990133642141356685e-01,3.139525976465673551e-02,-1.641746902465820312e+01,-2.384351968765258789e+00,3.001538658142089844e+01,-3.906792322031554798e-01,-7.899167373782653989e-01,3.259112878688974480e-01
